cycle,ticker,status,yes_bid,yes_ask,no_bid,no_ask,last,previous,volume,volume_24h,open_interest,close_time,quote_source
20260926T015236Z,KXFEDDECISION-26DEC-H25,active,0.7,0.71,0.29,0.3,0.71,0.71,132277.28,785.44,94910.76,2026-12-09T18:59:00Z,market
20260926T015236Z,KXFEDDECISION-26OCT-H0,active,0.35,0.36,0.64,0.65,0.36,0.34,1237189.46,148975.24,767378.62,2026-10-28T17:59:00Z,market
20260926T015236Z,KXFEDDECISION-26OCT-H25,active,0.63,0.64,0.36,0.37,0.64,0.68,997492.01,93130.66,534585.69,2026-10-28T17:59:00Z,market
20260926T015236Z,KXFEDDECISION-27JAN-H25,active,0.33,0.36,0.64,0.67,0.37,0.36,42784.43,12078.37,34219.61,2027-01-27T18:59:00Z,market
20260926T015236Z,KXHIGHAUS-26SEP25-B99.5,active,0.0,0.01,0.99,1.0,0.01,0.25,15732.16,14938.9,7354.2,2026-09-26T06:00:00Z,market
20260926T015236Z,KXHIGHCHI-26SEP25-B70.5,active,0.0,0.01,0.99,1.0,0.01,0.05,4384.68,2422.09,3236.06,2026-09-26T06:00:00Z,market
20260926T015236Z,KXHIGHDEN-26SEP25-B72.5,active,0.0,0.01,0.99,1.0,0.01,0.13,6941.82,5698.04,4554.29,2026-09-26T07:00:00Z,market
20260926T015236Z,KXHIGHLAX-26SEP25-B81.5,active,0.0,0.01,0.99,1.0,0.01,0.1,134188.04,131001.13,96355.45,2026-09-26T08:00:00Z,market
20260926T015236Z,KXHIGHLAX-26SEP26-B77.5,active,0.1,0.11,0.89,0.9,0.12,0.0,4005.85,4005.85,3612.65,2026-09-27T08:00:00Z,market
20260926T015236Z,KXHIGHLAX-26SEP26-B81.5,active,0.4,0.41,0.59,0.6,0.41,0.0,4775.6,4775.6,3795.38,2026-09-27T08:00:00Z,book
20260926T015236Z,KXHIGHLAX-26SEP26-B83.5,active,0.12,0.13,0.87,0.88,0.13,0.0,3491.39,3482.58,2655.7,2026-09-27T08:00:00Z,market
20260926T015236Z,KXHIGHLAX-26SEP26-T84,active,0.05,0.06,0.94,0.95,0.06,0.0,5650.78,5466.66,4576.3,2026-09-27T08:00:00Z,market
20260926T015236Z,KXHIGHMIA-26SEP25-B87.5,active,0.0,0.01,0.99,1.0,0.01,0.25,45552.66,43083.9,29771.34,2026-09-26T05:00:00Z,market
20260926T015236Z,KXHIGHMIA-26SEP25-B89.5,active,0.0,0.01,0.99,1.0,0.01,0.46,46841.53,44290.08,31293.32,2026-09-26T05:00:00Z,market
20260926T015236Z,KXHIGHMIA-26SEP25-B91.5,active,0.99,1.0,0.0,0.01,0.99,0.17,146483.4,142259.38,107476.93,2026-09-26T05:00:00Z,market
20260926T015236Z,KXHIGHMIA-26SEP26-B87.5,active,0.2,0.21,0.79,0.8,0.22,0.0,1987.56,1987.56,1421.62,2026-09-27T05:00:00Z,market
20260926T015236Z,KXHIGHNY-26SEP25-B71.5,active,0.0,0.01,0.99,1.0,0.01,0.49,58085.91,55172.78,39381.29,2026-09-26T05:00:00Z,market
20260926T015236Z,KXHIGHNY-26SEP25-B73.5,active,0.0,0.01,0.99,1.0,0.01,0.11,13271.36,11789.37,7822.56,2026-09-26T05:00:00Z,market
20260926T015236Z,KXHIGHNY-26SEP26-B62.5,active,0.45,0.47,0.53,0.55,0.47,0.0,2240.82,2240.82,1594.34,2026-09-27T05:00:00Z,market
20260926T015236Z,KXHIGHPHIL-26SEP25-B72.5,active,0.0,0.01,0.99,1.0,0.01,0.17,12631.42,11889.99,10467.36,2026-09-26T05:00:00Z,market
20260926T015236Z,KXHIGHPHIL-26SEP25-T75,active,0.0,0.01,0.99,1.0,0.01,0.37,14929.05,12176.92,7331.42,2026-09-26T05:00:00Z,market
20260926T015236Z,KXHIGHPHIL-26SEP26-B67.5,active,0.4,0.41,0.59,0.6,0.42,0.0,1017.49,1017.49,873.15,2026-09-27T05:00:00Z,market
20260926T015236Z,KXHIGHTATL-26SEP25-B76.5,active,0.99,1.0,0.0,0.01,0.99,0.49,12571.37,11752.31,6743.93,2026-09-26T05:00:00Z,market
20260926T015236Z,KXHIGHTATL-26SEP25-B78.5,active,0.0,0.01,0.99,1.0,0.01,0.34,10269.91,9870.27,5859.62,2026-09-26T05:00:00Z,market
20260926T015236Z,KXHIGHTBOS-26SEP25-B65.5,active,0.0,0.01,0.99,1.0,0.01,0.48,25607.53,24766.26,6068.0,2026-09-26T05:00:00Z,market
20260926T015236Z,KXHIGHTDAL-26SEP26-B94.5,active,0.38,0.39,0.61,0.62,0.37,0.0,1072.51,1072.51,900.29,2026-09-27T06:00:00Z,market
20260926T015236Z,KXHIGHTDC-26SEP26-T74,active,0.18,0.21,0.79,0.82,0.18,0.0,1571.44,1571.44,1301.35,2026-09-27T05:00:00Z,market
20260926T015236Z,KXHIGHTHOU-26SEP25-B90.5,active,0.99,1.0,0.0,0.01,0.99,0.44,11578.72,10772.39,7322.21,2026-09-26T06:00:00Z,market
20260926T015236Z,KXJPMCEONEW-30-JP,active,0.15,0.24,0.76,0.85,0.24,0.24,1792.72,0.0,321.0,2030-01-01T15:00:00Z,market
20260926T015236Z,KXMLBGAME-26SEP251840PITDET-PIT,active,0.16,0.17,0.83,0.84,0.17,0.5,832080.16,815686.05,450348.37,2026-09-28T22:40:00Z,market
20260926T015236Z,KXMLBGAME-26SEP251907CINTOR-CIN,active,0.02,0.03,0.97,0.98,0.03,0.45,786737.83,752044.91,424858.92,2026-09-28T23:07:00Z,market
20260926T015236Z,KXMLBGAME-26SEP251907CINTOR-TOR,active,0.99,,,0.01,0.97,0.56,707040.02,694241.88,290717.87,2026-09-28T23:07:00Z,book
20260926T015236Z,KXMLBGAME-26SEP252140HOUATH-HOU,active,0.65,0.66,0.34,0.35,0.66,0.6,394979.65,373575.66,378058.7,2026-09-29T01:40:00Z,market
20260926T015236Z,KXNCAAFGAME-26OCT03MCNSLSU-LSU,active,0.99,1.0,0.0,0.01,0.99,0.99,118880.0,0.0,118880.0,2026-10-05T23:45:00Z,market
20260926T015236Z,KXNCAAFGAME-26OCT03MCNSLSU-MCNS,active,0.0,0.01,0.99,1.0,0.01,0.01,156309.43,7975.26,156309.43,2026-10-05T23:45:00Z,market
20260926T015236Z,KXNCAAFGAME-26OCT03UKSCAR-UK,active,0.35,0.38,0.62,0.65,0.38,0.45,8139.74,2978.91,3721.33,2026-10-05T17:00:00Z,market
20260926T015236Z,KXNCAAFGAME-26SEP25HARVBRWN-BRWN,active,0.07,0.08,0.92,0.93,0.08,0.18,633048.97,615436.81,398060.81,2026-09-27T23:00:00Z,book
20260926T015236Z,KXNCAAFGAME-26SEP25HARVBRWN-HARV,active,0.92,0.93,0.07,0.08,0.93,0.83,558167.35,538802.08,331088.36,2026-09-27T23:00:00Z,market
20260926T015236Z,KXNCAAFGAME-26SEP25HOWRUTG-HOW,active,,0.01,0.99,,0.01,0.02,4492836.76,3741475.82,4397077.4,2026-09-27T23:00:00Z,book
20260926T015236Z,KXNCAAFGAME-26SEP25HOWRUTG-RUTG,active,0.99,1.0,0.0,0.01,0.99,0.98,283908.85,229020.5,259211.65,2026-09-27T23:00:00Z,market
20260926T015236Z,KXNCAAFGAME-26SEP25NAVYUAB-NAVY,active,0.45,0.46,0.54,0.55,0.46,0.71,3145216.45,3076099.78,1791922.25,2026-09-27T23:00:00Z,book
20260926T015236Z,KXNCAAFGAME-26SEP25NAVYUAB-UAB,active,0.54,0.55,0.45,0.46,0.55,0.3,3296012.34,3238079.8,1709106.56,2026-09-27T23:00:00Z,book
20260926T015236Z,KXNCAAFGAME-26SEP25NWIND-IND,active,0.97,0.98,0.02,0.03,0.97,0.92,1975260.59,1895196.39,1597178.27,2026-09-28T00:00:00Z,book
20260926T015236Z,KXNCAAFGAME-26SEP25NWIND-NW,active,0.02,0.03,0.97,0.98,0.03,0.08,3311718.91,3171115.4,2536783.86,2026-09-28T00:00:00Z,book
20260926T015236Z,KXNCAAFGAME-26SEP26BUCKPITT-BUCK,active,0.0,0.01,0.99,1.0,0.01,0.01,492911.84,202995.38,490256.62,2026-09-28T16:00:00Z,market
20260926T015236Z,KXNCAAFGAME-26SEP26CARKFSU-CARK,active,0.0,0.01,0.99,1.0,0.01,0.01,448978.49,122304.91,448947.22,2026-09-28T17:00:00Z,market
20260926T015236Z,KXNCAAFGAME-26SEP26HAWWYO-WYO,active,0.45,0.46,0.54,0.55,0.46,0.44,191525.17,2009.05,191277.45,2026-09-28T19:00:00Z,market
20260926T015236Z,KXNCAAFGAME-26SEP26ILLOSU-ILL,active,0.03,0.04,0.96,0.97,0.04,0.04,124919.94,53939.67,120439.56,2026-09-28T17:00:00Z,market
20260926T015236Z,KXNCAAFGAME-26SEP26ILLOSU-OSU,active,0.96,0.97,0.03,0.04,0.97,0.97,99172.34,51738.71,73672.38,2026-09-28T17:00:00Z,market
20260926T015236Z,KXNCAAFGAME-26SEP26JMUODU-JMU,active,0.66,0.67,0.33,0.34,0.67,0.68,19221.54,2062.83,18045.88,2026-09-28T17:00:00Z,market
20260926T015236Z,KXNCAAFGAME-26SEP26MOSUSMU-SMU,active,0.98,0.99,0.01,0.02,0.99,0.99,41866.57,7313.13,33297.97,2026-09-28T17:00:00Z,market
20260926T015236Z,KXNCAAFGAME-26SEP26NCCUECU-ECU,active,0.98,0.99,0.01,0.02,0.99,0.98,222111.61,27.99,15870.41,2026-09-28T20:00:00Z,market
20260926T015236Z,KXNCAAFGAME-26SEP26NCCUECU-NCCU,active,0.01,0.03,0.97,0.99,0.03,0.03,284015.52,25147.97,164513.73,2026-09-28T20:00:00Z,market
20260926T015236Z,KXNCAAFGAME-26SEP26OKLAUGA-OKLA,active,0.16,0.17,0.83,0.84,0.17,0.17,131848.79,58706.88,118994.41,2026-09-28T17:00:00Z,market
20260926T015236Z,KXNCAAFGAME-26SEP26OKLAUGA-UGA,active,0.83,0.84,0.16,0.17,0.84,0.85,93320.57,20181.86,87023.11,2026-09-28T17:00:00Z,market
20260926T015236Z,KXNCAAFGAME-26SEP26SHSUTTU-SHSU,active,0.01,0.02,0.98,0.99,0.02,0.02,337981.47,163276.85,310777.75,2026-09-28T17:00:00Z,market
20260926T015236Z,KXNCAAFGAME-26SEP26SHSUTTU-TTU,active,0.98,0.99,0.01,0.02,0.99,0.98,131711.15,59012.09,104657.61,2026-09-28T17:00:00Z,market
20260926T015236Z,KXNCAAFGAME-26SEP26TEXTENN-TEX,active,0.64,0.65,0.35,0.36,0.65,0.63,360678.81,143207.21,292739.69,2026-09-28T16:00:00Z,market
20260926T015236Z,KXNFLGAME-26OCT04MIAMIN-MIN,active,0.84,0.85,0.15,0.16,0.85,0.84,8755.24,1115.91,7332.3,2026-10-06T20:05:00Z,market
20260926T015236Z,KXNFLGAME-26SEP27ARISF-ARI,active,0.22,0.23,0.77,0.78,0.23,0.22,98303.05,26665.3,77587.64,2026-09-29T20:05:00Z,market
20260926T015236Z,KXNFLGAME-26SEP27BALDAL-DAL,active,0.37,0.38,0.62,0.63,0.38,0.38,257935.39,82021.75,237213.46,2026-09-29T20:25:00Z,market
20260926T015236Z,KXNFLGAME-26SEP27HOUIND-HOU,active,0.54,0.55,0.45,0.46,0.55,0.54,79490.72,20960.5,72359.88,2026-09-29T17:00:00Z,market
20260926T015236Z,KXNFLGAME-26SEP27KCMIA-KC,active,0.85,0.86,0.14,0.15,0.86,0.86,1087124.06,328927.91,933049.84,2026-09-29T17:00:00Z,market
20260926T015236Z,KXNFLGAME-26SEP27KCMIA-MIA,active,0.14,0.15,0.85,0.86,0.14,0.15,380149.25,179352.86,307273.31,2026-09-29T17:00:00Z,market
20260926T015236Z,KXNFLGAME-26SEP27LVNO-LV,active,0.37,0.39,0.61,0.63,0.39,0.39,638386.54,241771.73,593491.02,2026-09-29T20:25:00Z,market
20260926T015236Z,KXNFLGAME-26SEP27LVNO-NO,active,0.61,0.63,0.37,0.39,0.63,0.61,107399.66,29920.89,96864.25,2026-09-29T20:25:00Z,market
20260926T015236Z,KXNFLGAME-26SEP27SEAWAS-SEA,active,0.76,0.77,0.23,0.24,0.76,0.76,570942.93,153317.4,466478.89,2026-09-29T17:00:00Z,market
20260926T015236Z,KXNFLGAME-26SEP28PHICHI-PHI,active,0.68,0.69,0.31,0.32,0.69,0.69,495589.84,28889.44,448234.47,2026-10-01T00:15:00Z,market
20260926T015236Z,KXNHLGAME-26SEP25DALMIN-DAL,active,0.69,0.72,0.28,0.31,0.73,0.45,31573.07,31227.92,25909.3,2026-09-28T00:00:00Z,book
20260926T015236Z,KXNHLGAME-26SEP25DALMIN-MIN,active,0.27,0.29,0.71,0.73,0.28,0.58,38331.26,36688.41,35775.1,2026-09-28T00:00:00Z,book
20260926T015236Z,KXOPENAICEOCHANGE-26,active,0.05,0.11,0.89,0.95,0.05,0.05,114315.14,0.0,44511.73,2027-01-01T18:58:00Z,market
20260926T072658Z,KXBTC-26SEP2617-B83875,active,0.2,0.22,0.78,0.8,0.24,0.0,9042.01,9042.01,4237.53,2026-09-26T21:00:00Z,book
20260926T072658Z,KXBTC-26SEP2617-B84125,active,0.2,0.22,0.78,0.8,0.21,0.0,4625.98,4625.98,3120.57,2026-09-26T21:00:00Z,book
20260926T072658Z,KXCEOANTHROPIC-26,active,0.05,0.13,0.87,0.95,0.05,0.05,8579.72,1031.9,6114.66,2027-01-01T04:59:00Z,market
20260926T072658Z,KXCPI-26SEP-T0.4,active,0.83,0.86,0.14,0.17,0.86,0.91,90411.97,8850.17,50040.3,2026-10-14T12:25:00Z,book
20260926T072658Z,KXCPI-26SEP-T0.5,active,0.55,0.59,0.41,0.45,0.56,0.64,67955.46,1436.28,43087.0,2026-10-14T12:25:00Z,market
20260926T072658Z,KXCPI-26SEP-T0.6,active,0.15,0.17,0.83,0.85,0.17,0.24,91109.56,3015.34,22674.19,2026-10-14T12:25:00Z,market
20260926T072658Z,KXCPIYOY-26SEP-T3.5,active,0.78,0.85,0.15,0.22,0.78,0.8,46956.15,1638.7,34604.91,2026-10-14T12:29:00Z,market
20260926T072658Z,KXCPIYOY-26SEP-T3.6,active,0.39,0.41,0.59,0.61,0.41,0.41,65380.29,2250.72,46091.92,2026-10-14T12:29:00Z,market
20260926T072658Z,KXETH15M-26SEP260330-30,active,0.23,0.25,0.75,0.77,0.27,0.0,84621.99,35910.99,24484.22,2026-09-26T07:30:00Z,book
20260926T072658Z,KXFDAANNOUNCE-BPC-26NOV01,active,0.04,0.09,0.91,0.96,0.12,0.12,14584.77,0.0,6342.55,2026-11-01T04:59:00Z,market
20260926T072658Z,KXFDAANNOUNCE-BPC-27JAN01,active,0.31,0.33,0.67,0.69,0.31,0.31,14867.63,0.0,5479.01,2027-01-01T04:59:00Z,market
20260926T072658Z,KXFDAAPPROVALDATECMPS-360-27JUL01,active,0.79,0.85,0.15,0.21,0.83,0.83,8645.35,0.0,3300.16,2027-07-01T03:59:00Z,market
20260926T072658Z,KXFDAAPPROVALDATENTLA-LONV-27JUL01,active,0.86,0.93,0.07,0.14,0.96,0.96,4634.76,0.0,2591.07,2027-07-01T03:59:00Z,market
20260926T072658Z,KXFDAAPPROVALDATENTLA-LONV-28JAN01,active,0.88,0.92,0.08,0.12,0.72,0.72,610.75,0.0,143.3,2028-01-01T04:59:00Z,market
20260926T072658Z,KXFDAAPPROVE-CYT-26OCT01,active,0.0,0.06,0.94,1.0,0.01,0.02,8687.35,512.61,6782.84,2026-10-01T03:59:00Z,market
20260926T072658Z,KXFDAAPPROVE-CYT-27JAN01,active,0.15,0.17,0.83,0.85,0.13,0.13,144.35,0.0,68.8,2027-01-01T04:59:00Z,market
20260926T072658Z,KXFDARETATRUTIDE-RET-27JAN01,active,0.06,0.09,0.91,0.94,0.03,0.03,26602.73,0.0,10669.73,2027-01-01T04:59:00Z,market
20260926T072658Z,KXFDARETATRUTIDE-RET-28JAN01,active,0.86,0.93,0.07,0.14,0.93,0.89,2117.57,10.7,1422.06,2028-01-01T04:59:00Z,market
20260926T072658Z,KXFED-26OCT-T4.00,active,0.62,0.63,0.37,0.38,0.63,0.67,65995.76,1505.68,33372.18,2026-10-28T17:55:00Z,market
20260926T072658Z,KXFED-26OCT-T4.25,active,0.01,0.02,0.98,0.99,0.02,0.02,18696.97,32.28,16811.56,2026-10-28T17:55:00Z,market
20260926T072658Z,KXFEDDECISION-26DEC-H25,active,0.7,0.71,0.29,0.3,0.71,0.7,132277.28,513.38,94910.76,2026-12-09T18:59:00Z,market
20260926T072658Z,KXFEDDECISION-26OCT-H0,active,0.35,0.36,0.64,0.65,0.36,0.32,1240961.01,148592.69,767083.23,2026-10-28T17:59:00Z,market
20260926T072658Z,KXFEDDECISION-26OCT-H25,active,0.63,0.64,0.36,0.37,0.64,0.67,998190.88,86743.81,535061.91,2026-10-28T17:59:00Z,market
20260926T072658Z,KXFEDDECISION-27JAN-H25,active,0.33,0.36,0.64,0.67,0.37,0.38,42784.43,5911.23,34219.61,2027-01-27T18:59:00Z,market
20260926T072658Z,KXHIGHAUS-26SEP25-B99.5,closed,0.0,1.0,0.0,1.0,0.01,0.38,16741.16,14227.47,8353.2,2026-09-26T06:00:00Z,market
20260926T072658Z,KXHIGHCHI-26SEP25-B70.5,closed,0.0,1.0,0.0,1.0,0.01,0.04,4384.68,1964.19,3236.06,2026-09-26T06:00:00Z,market
20260926T072658Z,KXHIGHDEN-26SEP25-B72.5,closed,0.0,1.0,0.0,1.0,0.01,0.16,7082.09,5775.25,4694.56,2026-09-26T07:00:00Z,market
20260926T072658Z,KXHIGHDEN-26SEP26-B81.5,active,0.38,0.39,0.61,0.62,0.38,0.0,1204.54,1181.54,1019.84,2026-09-27T07:00:00Z,market
20260926T072658Z,KXHIGHLAX-26SEP25-B81.5,active,0.0,0.01,0.99,1.0,0.01,0.12,159537.94,153041.45,121700.35,2026-09-26T08:00:00Z,market
20260926T072658Z,KXHIGHLAX-26SEP25-B83.5,active,0.0,0.01,0.99,1.0,0.01,0.08,148785.85,143091.27,111386.61,2026-09-26T08:00:00Z,market
20260926T072658Z,KXHIGHLAX-26SEP26-B79.5,active,0.3,0.31,0.69,0.7,0.35,0.0,6202.36,6202.36,4625.8,2026-09-27T08:00:00Z,market
20260926T072658Z,KXHIGHLAX-26SEP26-B81.5,active,0.36,0.37,0.63,0.64,0.37,0.0,6058.34,6055.34,4301.54,2026-09-27T08:00:00Z,book
20260926T072658Z,KXHIGHLAX-26SEP26-B83.5,active,0.18,0.2,0.8,0.82,0.19,0.0,6486.45,6486.45,5209.04,2026-09-27T08:00:00Z,market
20260926T072658Z,KXHIGHLAX-26SEP26-T84,active,0.09,0.1,0.9,0.91,0.1,0.0,10449.75,10421.54,7989.68,2026-09-27T08:00:00Z,market
20260926T072658Z,KXHIGHMIA-26SEP25-B87.5,closed,0.0,1.0,0.0,1.0,0.01,0.22,48909.64,44944.57,33128.32,2026-09-26T05:00:00Z,market
20260926T072658Z,KXHIGHMIA-26SEP25-B89.5,closed,0.0,1.0,0.0,1.0,0.01,0.47,49480.4,45686.01,33880.02,2026-09-26T05:00:00Z,market
20260926T072658Z,KXHIGHMIA-26SEP25-B91.5,closed,0.0,1.0,0.0,1.0,0.99,0.29,149850.76,139516.53,110824.89,2026-09-26T05:00:00Z,market
20260926T072658Z,KXHIGHMIA-26SEP26-B87.5,active,0.22,0.25,0.75,0.78,0.25,0.0,3225.06,3225.06,2110.07,2026-09-27T05:00:00Z,market
20260926T072658Z,KXHIGHNY-26SEP25-B71.5,closed,0.0,1.0,0.0,1.0,0.01,0.46,58406.42,53078.5,39690.8,2026-09-26T05:00:00Z,market
20260926T072658Z,KXHIGHNY-26SEP25-B73.5,closed,0.0,1.0,0.0,1.0,0.01,0.04,14206.55,10635.92,8294.14,2026-09-26T05:00:00Z,market
20260926T072658Z,KXHIGHNY-26SEP26-B62.5,active,0.23,0.24,0.76,0.77,0.25,0.0,5725.81,5697.07,4195.43,2026-09-27T05:00:00Z,market
20260926T072658Z,KXHIGHPHIL-26SEP25-B72.5,closed,0.0,1.0,0.0,1.0,0.01,0.19,13500.42,12425.18,11336.36,2026-09-26T05:00:00Z,market
20260926T072658Z,KXHIGHPHIL-26SEP25-T75,closed,0.0,1.0,0.0,1.0,0.01,0.26,14964.05,11844.81,7346.42,2026-09-26T05:00:00Z,market
20260926T072658Z,KXHIGHPHIL-26SEP26-B63.5,active,0.0,0.01,0.99,1.0,0.01,0.0,3353.58,3353.58,1855.85,2026-09-27T05:00:00Z,market
20260926T072658Z,KXHIGHPHIL-26SEP26-B67.5,active,0.89,0.97,0.03,0.11,0.9,0.0,6023.38,5996.38,2958.57,2026-09-27T05:00:00Z,market
20260926T072658Z,KXHIGHTATL-26SEP25-B76.5,closed,0.0,1.0,0.0,1.0,0.99,0.52,12930.66,10616.02,6743.93,2026-09-26T05:00:00Z,market
20260926T072658Z,KXHIGHTATL-26SEP25-B78.5,closed,0.0,1.0,0.0,1.0,0.01,0.41,10374.92,9014.36,5953.13,2026-09-26T05:00:00Z,market
20260926T072658Z,KXHIGHTBOS-26SEP25-B65.5,closed,0.0,1.0,0.0,1.0,0.01,0.36,30485.35,29292.4,7686.14,2026-09-26T05:00:00Z,market
20260926T072658Z,KXHIGHTDC-26SEP26-T74,active,0.02,0.03,0.97,0.98,0.02,0.0,2644.55,2644.55,1519.18,2026-09-27T05:00:00Z,market
20260926T072658Z,KXHIGHTHOU-26SEP25-B90.5,closed,0.0,1.0,0.0,1.0,0.99,0.44,11614.89,10337.99,7323.21,2026-09-26T06:00:00Z,market
20260926T072658Z,KXJPMCEONEW-30-JP,active,0.15,0.24,0.76,0.85,0.24,0.24,1792.72,0.0,321.0,2030-01-01T15:00:00Z,market
20260926T072658Z,KXMLBGAME-26SEP261910COLCWS-CWS,active,0.67,0.69,0.31,0.33,0.69,0.66,38186.87,36408.34,31030.4,2026-09-29T23:10:00Z,book
20260926T072658Z,KXNCAAFGAME-26OCT03MCNSLSU-LSU,active,0.99,1.0,0.0,0.01,0.99,0.99,118880.0,0.0,118880.0,2026-10-05T23:45:00Z,market
20260926T072658Z,KXNCAAFGAME-26OCT03MCNSLSU-MCNS,active,0.0,0.01,0.99,1.0,0.01,0.01,156829.44,4193.41,156829.44,2026-10-05T23:45:00Z,market
20260926T072658Z,KXNCAAFGAME-26OCT03UKSCAR-UK,active,0.35,0.39,0.61,0.65,0.39,0.44,8247.25,3049.53,3828.84,2026-10-05T17:00:00Z,market
20260926T072658Z,KXNCAAFGAME-26SEP26BUCKPITT-BUCK,active,,0.01,0.99,,0.01,0.01,630059.47,295292.73,627404.25,2026-09-28T16:00:00Z,book
20260926T072658Z,KXNCAAFGAME-26SEP26CARKFSU-CARK,active,0.0,0.01,0.99,1.0,0.01,0.01,515672.71,159336.14,515641.44,2026-09-28T17:00:00Z,market
20260926T072658Z,KXNCAAFGAME-26SEP26CSUUTSA-CSU,active,0.16,0.17,0.83,0.84,0.17,0.18,52548.24,37209.96,50946.95,2026-09-28T17:00:00Z,book
20260926T072658Z,KXNCAAFGAME-26SEP26HAWWYO-WYO,active,0.45,0.46,0.54,0.55,0.45,0.44,193282.88,3488.45,192909.48,2026-09-28T19:00:00Z,market
20260926T072658Z,KXNCAAFGAME-26SEP26ILLOSU-ILL,active,0.03,0.04,0.96,0.97,0.04,0.04,178999.32,97461.09,173592.79,2026-09-28T17:00:00Z,market
20260926T072658Z,KXNCAAFGAME-26SEP26ILLOSU-OSU,active,0.96,0.97,0.03,0.04,0.97,0.97,142282.06,93708.0,116482.61,2026-09-28T17:00:00Z,book
20260926T072658Z,KXNCAAFGAME-26SEP26JMUODU-JMU,active,0.66,0.67,0.33,0.34,0.67,0.68,19952.9,2664.18,18763.19,2026-09-28T17:00:00Z,market
